Gia,Dia chi,Dien tich,Gia/m²,Huong dat,Loai hinh dat,Chieu ngang,Chieu dai,Quan
2.79,"Đường Võ Chí Công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",120.7,23.12,Tây Nam,Đất thổ cư,6.0,20.12,Ngũ Hành Sơn
22.0,"Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",100.0,220.0,Đông,Đất thổ cư,5.0,20.0,Sơn Trà
1.05,"Đường Quốc Lộ 14b Mở Rộng, Xã Hòa Khương, Huyện Hòa Vang, Đà Nẵng",325.0,3.23,Đông,Đất thổ cư,13.0,25.0,Hòa Vang
4.1,"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng",95.0,43.16,,Đất thổ cư,5.0,19.0,Thanh Khê
5.35,"Gần Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",90.0,59.44,Tây Nam,Đất thổ cư,6.0,15.0,Hải Châu
14.9,"Đường Khuê Mỹ Đông 14, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",196.0,76.02,Nam,Đất nền dự án,10.0,20.0,Ngũ Hành Sơn
30.0,"Đường Phan Tôn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",160.0,187.5,Nam,Đất nền dự án,8.0,20.0,Ngũ Hành Sơn
18.0,"Đường Lê Lộ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",163.0,110.43,Đông Bắc,Đất nền dự án,9.0,18.0,Ngũ Hành Sơn
8.5,"Đường Mỹ An 18, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",181.0,46.96,,Đất nền dự án,12.0,15.08,Ngũ Hành Sơn
1.7,"Đường Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",109.0,15.6,Bắc,Đất thổ cư,8.0,14.0,Ngũ Hành Sơn
7.2,"Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",70.0,102.86,Đông,Đất thổ cư,6.0,11.0,Hải Châu
4.05,"Đường Trần Hữu Dực, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,40.5,Nam,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
19.6,"Đường Võ Chí Công, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",280.0,70.0,Tây Nam,Đất nền dự án,15.0,18.0,Cẩm Lệ
2.95,"70, Đường Hoà Phú 10, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",85.0,34.71,Tây Bắc,Đất thổ cư,5.0,17.0,Liên Chiểu
2.75,"Đường Thép Mới, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,27.5,Bắc,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
1.72,"Đường Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",87.0,19.77,Đông Bắc,Đất thổ cư,4.3,21.0,Ngũ Hành Sơn
1.0,"Lệ Sơn Nam, Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng",120.0,8.33,Bắc,Đất thổ cư,5.0,24.0,Hòa Vang
11.5,"Đường Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,115.0,Tây Nam,Đất nền dự án,5.0,20.0,Cẩm Lệ
3.95,"Đường Phan Đình Thông, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",140.0,28.21,Tây,Đất thổ cư,7.0,20.0,Ngũ Hành Sơn
2.5,"Trà Na 4, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",95.0,26.32,Tây Bắc,Đất thổ cư,5.0,19.0,Liên Chiểu
3.42,"Hòa Quý, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,34.2,Tây Bắc,Đất nền dự án,5.0,20.0,Ngũ Hành Sơn
5.0,"Đường Ngọc Hân, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",78.0,64.1,Nam,Đất thổ cư,5.5,14.5,Sơn Trà
3.25,"Đường Hoàng Bình Chính, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,32.5,Đông,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
9.2,"Nguyễn Đình Tứ , Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",200.0,46.0,,Đất thổ cư,10.0,20.0,Cẩm Lệ
1.12,"Dường 7, Xã Hòa Ninh, Huyện Hòa Vang, Đà Nẵng",115.0,9.74,Đông Nam,Đất thổ cư,5.0,23.0,Hòa Vang
4.55,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",138.0,32.97,,Đất nền dự án,7.5,18.4,Ngũ Hành Sơn
2.3,"Trần Đinh Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",98.0,23.47,,Đất thổ cư,8.0,12.25,Liên Chiểu
7.99,"Đường Đặng Vũ Hỷ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",155.0,51.55,Tây Nam,Đất thổ cư,5.0,33.0,Sơn Trà
17.5,"An Đồn, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",200.0,87.5,Tây Nam,Đất nền dự án,9.5,22.0,Sơn Trà
21.0,"Đường Mỹ Đa Đông 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",250.0,84.0,,Đất thổ cư,9.0,24.0,Ngũ Hành Sơn
7.0,"Đường Võ Văn Đồng, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",200.0,35.0,Nam,Đất thổ cư,10.0,20.0,Ngũ Hành Sơn
2.8,"Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",71.0,39.44,Đông Nam,Đất thổ cư,4.5,16.0,Sơn Trà
6.2,"Hoàng Bình Chính Và Bùi Bỉnh Uyên, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",166.0,37.35,Đông Bắc,Đất thổ cư,8.6,20.0,Ngũ Hành Sơn
3.3,"Đường Sơn Thủy 3, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",94.0,35.11,Đông,Đất thổ cư,5.0,18.0,Ngũ Hành Sơn
2.6,"Đường Thổ Sơn 2, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,26.0,Đông Nam,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
2.8,"Đường Hoàng Bình Chính, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",84.0,33.33,Tây,Đất thổ cư,5.0,16.8,Ngũ Hành Sơn
13.0,"Đường Mỹ Khê 2, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",108.0,120.37,Đông Bắc,Đất thổ cư,5.0,22.0,Sơn Trà
2.8,"Đường Nguyễn Nghiễm, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",78.0,35.9,Đông Bắc,Đất thổ cư,5.0,15.6,Ngũ Hành Sơn
4.6,"Nguyễn Lâm, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",110.0,41.82,Đông Nam,Đất thổ cư,5.0,22.0,Sơn Trà
3.55,"Hồ Sĩ Tân, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",77.0,46.1,Tây Bắc,Đất thổ cư,5.0,15.4,Sơn Trà
5.3,"Đường Trần Thanh Mại, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",75.0,70.67,Đông,Đất thổ cư,5.0,15.0,Sơn Trà
4.3,"Đường Nguyễn Lâm, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",100.0,43.0,,Đất thổ cư,5.0,20.0,Sơn Trà
4.3,"Đường Trương Quốc Dụng, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",124.0,34.68,,Đất nền dự án,5.0,24.8,Sơn Trà
2.25,"Đường Lê Thương, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,22.5,Đông Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
2.8,"Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",71.0,39.44,Đông Nam,Đất thổ cư,4.5,15.7,Sơn Trà
2.2,"Đường Huỳnh Thị Bảo Hoà, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",100.0,22.0,,Đất nền dự án,5.0,20.0,Liên Chiểu
9.5,"Đường Thủ Khoa Huân, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",167.0,56.89,Đông Bắc,Đất thổ cư,6.1,28.0,Sơn Trà
5.4,"Đường Trần Hưng Đạo, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",180.0,30.0,,Đất thổ cư,10.0,18.0,Ngũ Hành Sơn
10.0,"Nguyễn Đình Thi, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",300.0,33.33,Đông Nam,Đất nền dự án,12.0,25.0,Cẩm Lệ
2.15,"Cẩm Toại, Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",300.0,7.17,,Đất thổ cư,10.0,30.0,Hòa Vang
11.0,"Đường Hoàng Thế Thiện, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",172.0,63.95,Đông Bắc,Đất nền dự án,7.2,24.0,Cẩm Lệ
2.4,"Bình Kỳ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,22.86,Đông Bắc,Đất thổ cư,4.71,22.3,Ngũ Hành Sơn
4.5,"Đường Hà Đông 3, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",97.0,46.39,Tây,Đất thổ cư,5.0,19.4,Thanh Khê
3.1,"Đường 10,5m, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",90.0,34.44,Đông Nam,Đất thổ cư,5.0,18.0,Liên Chiểu
2.65,"Đường Nguyễn Bá Ngọc, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,26.5,Đông Bắc,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
3.0,"Hói Kiểng 36, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",110.0,27.27,Đông Nam,Đất thổ cư,5.0,22.0,Ngũ Hành Sơn
4.9,"Đường Hoàng Thế Thiện, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",130.0,37.69,Đông Bắc,Đất thổ cư,5.0,26.0,Cẩm Lệ
3.65,"Đường Quách Thị Trang, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,36.5,Đông Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
8.1,"Đường Cồn Dầu 24, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",200.0,40.5,Đông Nam,Đất thổ cư,10.0,20.0,Cẩm Lệ
10.8,"Tôn Thất Dương Kỵ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",255.9,42.2,Tây,Đất thổ cư,12.0,20.0,Cẩm Lệ
3.75,"Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",96.0,39.06,,Đất thổ cư,5.5,17.0,Liên Chiểu
24.5,"Đường Phan Tôn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",141.0,173.76,,Đất thổ cư,7.0,21.0,Ngũ Hành Sơn
6.45,"Đường Trần Lê, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",170.0,37.94,Bắc,Đất thổ cư,10.0,17.0,Cẩm Lệ
7.6,"Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",154.0,49.35,,Đất thổ cư,6.0,25.2,Liên Chiểu
2.19,"Đường Trương Văn Lĩnh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,21.9,Đông Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
1.4,"Trà Kiểm , Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",120.0,11.67,Nam,Đất thổ cư,7.0,17.0,Hòa Vang
6.2,"Đường Bắc Sơn, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",125.0,49.6,Đông Bắc,Đất thổ cư,5.0,25.0,Cẩm Lệ
2.0,"14g, Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",211.0,9.48,Bắc,Đất thổ cư,7.0,30.0,Hòa Vang
11.0,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",394.0,27.92,Đông Nam,Đất nền dự án,15.0,26.0,Ngũ Hành Sơn
1.75,"Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",67.0,26.12,Bắc,Đất thổ cư,5.5,14.0,Liên Chiểu
4.35,"Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,43.5,Tây Nam,Đất thổ cư,5.0,20.0,Cẩm Lệ
3.45,"Thanh Lương 9, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,34.5,Tây Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
28.8,"Đường Vương Thừa Vũ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",180.0,160.0,Bắc,Đất thổ cư,10.0,18.0,Sơn Trà
2.25,"Đường Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",125.0,18.0,Tây Nam,Đất thổ cư,5.0,25.0,Liên Chiểu
8.0,"Đường Nước Mặn 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",182.0,43.96,Đông Nam,Đất nền dự án,10.0,18.0,Ngũ Hành Sơn
3.38,"Đường Phan Hoan, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",125.0,27.04,Tây Nam,Đất thổ cư,5.0,25.0,Ngũ Hành Sơn
2.55,"Kiệt Bùi Xương Trạch, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",89.0,28.65,Nam,Đất thổ cư,5.62,16.39,Cẩm Lệ
2.35,"Betong 6m, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",120.0,19.58,Đông,Đất thổ cư,6.0,20.0,Cẩm Lệ
5.1,"Hoàng Thế Thiện, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",130.0,39.23,Đông Bắc,Đất thổ cư,5.0,26.0,Cẩm Lệ
3.61,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",111.0,32.52,Bắc,Đất nền dự án,6.0,18.5,Ngũ Hành Sơn
13.5,"Đường Lê Văn Lương, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",300.0,45.0,,Đất thổ cư,15.0,20.0,Sơn Trà
2.85,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,27.94,Bắc,Đất nền dự án,6.0,17.0,Ngũ Hành Sơn
3.55,"Đường Trần Văn Trà, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,35.5,,Đất nền dự án,5.0,20.0,Cẩm Lệ
7.9,"Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",63.0,125.4,Tây Bắc,Đất thổ cư,5.0,13.0,Thanh Khê
7.9,"Bùi Tá Hán, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",115.0,68.7,,Đất thổ cư,5.0,23.0,Ngũ Hành Sơn
4.2,"Đường Dương Đức Nhan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",147.6,28.46,Bắc,Đất nền dự án,9.0,17.0,Cẩm Lệ
2.85,"Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",100.0,28.5,Đông Bắc,Đất thổ cư,5.0,20.0,Sơn Trà
2.29,"Đường Nguyễn Văn Tỵ, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",100.0,22.9,Nam,Đất nền dự án,5.0,20.0,Hòa Vang
2.99,"Đường Hòa Minh 19, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",85.0,35.18,Đông Nam,Đất thổ cư,5.0,17.0,Liên Chiểu
2.55,"Đường Nguyễn Văn Huề, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",100.0,25.5,Đông Bắc,Đất thổ cư,5.0,22.0,Thanh Khê
4.6,"Đường Cồn Dầu 4, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",142.0,32.39,,Đất thổ cư,8.0,17.75,Cẩm Lệ
7.6,"Đường 7,5m, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",177.0,42.94,Tây Bắc,Đất nền dự án,8.85,20.0,Ngũ Hành Sơn
1.75,"Cổ Mân Mai 3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,17.5,Đông,Đất thổ cư,5.0,20.0,Cẩm Lệ
7.5,"Đường Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",155.0,48.39,Tây Bắc,Đất thổ cư,8.2,20.0,Cẩm Lệ
12.0,"Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",103.0,116.5,Đông,Đất nền dự án,5.0,21.0,Liên Chiểu
1.98,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",87.0,22.76,Tây Bắc,Đất thổ cư,7.0,10.0,Cẩm Lệ
2.95,"Đường Hói Kiểng 32, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,28.1,Tây Bắc,Đất thổ cư,5.0,21.0,Ngũ Hành Sơn
3.25,"Nguyễn Kim, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,32.5,Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
7.3,"Đường Đỗ Huy Uyên, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",100.0,73.0,,Đất thổ cư,5.0,20.0,Sơn Trà
2.75,"Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",77.5,35.48,Tây Bắc,Đất thổ cư,5.0,15.5,Liên Chiểu
1.89,"Tô Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",87.0,21.72,Tây Bắc,Đất thổ cư,7.0,12.0,Cẩm Lệ
2.55,"Đường Nguyễn Đóa, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",90.0,28.33,Tây Nam,Đất thổ cư,5.0,18.0,Cẩm Lệ
4.0,"Đường Sơn Thủy Đông 3, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,40.0,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
2.48,"888, Đường Phước Tướng 2, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",84.0,29.52,Đông Bắc,Đất thổ cư,6.0,14.0,Cẩm Lệ
11.5,"Đường Đinh Liệt, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",250.0,46.0,,Đất thổ cư,10.0,25.0,Cẩm Lệ
14.0,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",90.0,155.56,,Đất thổ cư,5.0,18.0,Sơn Trà
1.39,"174, Vũ Phạm Hàm, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",100.0,13.9,Tây Nam,Đất thổ cư,5.0,20.0,Hòa Vang
3.75,"Đường Thủy Sơn 4, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",125.0,30.0,,Đất thổ cư,5.0,28.0,Ngũ Hành Sơn
4.1,"Đường Đô Đốc Lân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,41.0,Tây,Đất nền dự án,5.0,20.0,Cẩm Lệ
4.25,"Đường Nguyễn Xiển, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",98.0,43.37,,Đất thổ cư,5.0,19.5,Ngũ Hành Sơn
3.75,"Trung Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,37.5,Tây Bắc,Đất nền dự án,5.0,20.0,Cẩm Lệ
15.5,"Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",283.0,54.77,Bắc,Đất thổ cư,8.26,34.0,Ngũ Hành Sơn
3.9,"7979, Nguyen Dinh Tu, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",116.0,33.62,Tây Bắc,Đất thổ cư,6.0,20.0,Cẩm Lệ
2.68,"Phạm Đức Nam, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,26.8,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
4.3,"Đường Đặng Xuân Thiều, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",120.0,35.83,Nam,Đất thổ cư,5.0,24.0,Ngũ Hành Sơn
3.15,"Kiệt Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",80.0,39.38,Tây Bắc,Đất thổ cư,5.5,14.55,Ngũ Hành Sơn
4.4,"Đường Nguyễn Mậu Tài, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,44.0,Tây Nam,Đất nền dự án,5.0,20.0,Cẩm Lệ
5.5,"Trần Nam Trung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",96.0,57.29,Đông Nam,Đất thổ cư,5.0,19.2,Cẩm Lệ
3.1,"1, Undefined, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",255.0,12.16,Tây,Đất thổ cư,5.0,40.0,Hòa Vang
2.13,"Đường Văn Thánh 2, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",105.0,20.29,Tây Nam,Đất thổ cư,5.0,21.0,Liên Chiểu
1.79,"1, Undefined, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",100.0,17.9,Nam,Đất thổ cư,5.0,20.0,Hòa Vang
1.55,"2, Undefined, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",90.0,17.22,Nam,Đất nền dự án,5.0,18.0,Hòa Vang
1.29,"3, Undefined, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",150.0,8.6,Đông,Đất thổ cư,5.0,30.0,Hòa Vang
1.59,"1, Đường Quốc Lộ 14b Mở Rộng, Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",138.0,11.52,Bắc,Đất thổ cư,6.0,23.0,Hòa Vang
4.0,"Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",100.0,40.0,,Đất thổ cư,5.0,20.0,Liên Chiểu
2.9,"Ngô Sĩ Liên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",85.0,34.12,,Đất thổ cư,5.0,17.0,Liên Chiểu
3.4,"K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",64.0,53.12,,Đất nền dự án,4.8,15.0,Ngũ Hành Sơn
2.75,"Đường Lỗ Giáng 18, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",115.0,23.91,Tây,Đất nền dự án,5.0,23.0,Cẩm Lệ
9.7,"Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,97.0,Tây Nam,Đất thổ cư,5.0,20.0,Cẩm Lệ
6.8,"Đường Bùi Thị Xuân, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",98.0,69.39,Đông,Đất thổ cư,4.9,20.0,Sơn Trà
2.75,"Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",77.5,35.48,Tây Bắc,Đất thổ cư,5.0,15.5,Liên Chiểu
7.2,"Đường Đinh Châu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",160.0,45.0,Đông Nam,Đất thổ cư,8.0,20.0,Cẩm Lệ
3.25,"Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,30.95,Đông Bắc,Đất thổ cư,5.0,21.0,Ngũ Hành Sơn
17.4,"Đường Giáng Hương 2, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",300.0,58.0,Tây Nam,Đất thổ cư,12.0,25.0,Cẩm Lệ
12.8,"Đường Trường Thi 2, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",158.0,81.01,Đông Nam,Đất thổ cư,9.0,17.56,Hải Châu
3.7,"Đường Đào Sư Tích, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",156.0,23.72,Tây,Đất thổ cư,5.0,31.0,Liên Chiểu
5.1,"Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",135.0,37.78,Đông,Đất thổ cư,6.0,22.5,Ngũ Hành Sơn
9.0,"Phan Văn Hớn, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",164.0,54.88,,Đất thổ cư,9.0,18.0,Sơn Trà
12.0,"Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",157.0,76.43,Đông,Đất thổ cư,5.1,31.0,Cẩm Lệ
1.45,"Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",125.0,11.6,,Đất nền dự án,5.0,25.0,Liên Chiểu
3.0,"Đường Trần Xuân Hòa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,30.0,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
2.75,"Đường Mặt Tiền Hòa Mỹ 9 Sát Đường Tô Hiệu Và Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",81.0,33.95,Đông Bắc,Đất thổ cư,4.5,17.0,Liên Chiểu
2.75,"Trần Minh Thiệt, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,27.5,Đông,Đất nền dự án,5.0,20.0,Ngũ Hành Sơn
3.5,"Đường Mân Quang 15, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",85.0,41.18,,Đất thổ cư,5.0,17.0,Sơn Trà
2.95,"Nguyễn Duy Cung, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",120.0,24.58,,Đất thổ cư,5.0,24.0,Ngũ Hành Sơn
25.0,"Đường Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",140.0,178.57,,Đất thổ cư,7.0,20.0,Ngũ Hành Sơn
8.2,"Đường Thanh Hoá, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",158.0,51.9,Đông Bắc,Đất thổ cư,8.0,20.0,Cẩm Lệ
1.8,"Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",64.0,28.12,,Đất thổ cư,4.5,14.22,Thanh Khê
2.75,"Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",77.5,35.48,,Đất thổ cư,5.0,15.5,Liên Chiểu
7.2,"Nguyễn Kim - Hoàng Đình Ái, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",158.6,45.4,Tây Nam,Đất nền dự án,8.2,20.0,Cẩm Lệ
5.2,"79, Đường Phan Văn Đáng, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",154.0,33.77,Đông Bắc,Đất thổ cư,8.0,19.25,Hòa Vang
